Index,Parent_File,Ground_Truth,Prediction,Delta1_Met,Raw_Output
0,rgb/corridor_01.png,1.68230716411078,1.52,1,<think>The target is at the Y degree ring...</think><answer>1.52</answer>
1,rgb/corridor_02.png,3.23949034866865,1.45,0,<think>The target is at the Y degree ring...</think><answer>1.45</answer>
2,rgb/corridor_03.png,3.850614175631342,3.21,1,<think>The target is at the Y degree ring...</think><answer>3.21</answer>
3,rgb/corridor_04.png,6.728465705348287,1.43,0,<think>The target is at the Y degree ring...</think><answer>1.43</answer>
4,rgb/corridor_05.png,2.571908140688182,1.42,0,<think>The target is at the Y degree ring...</think><answer>1.42</answer>
5,rgb/corridor_06.png,1.7418173495078961,1.54,1,<think>The target is at the Y degree ring...</think><answer>1.54</answer>
6,rgb/corridor_07.png,6.073090714885176,1.67,0,<think>The target is at the Y degree ring...</think><answer>1.67</answer>
7,rgb/corridor_08.png,7.325856412603952,2.17,0,<think>The target is at the Y degree ring...</think><answer>2.17</answer>
8,rgb/corridor_09.png,1.358815899900816,3.08,0,<think>The target is at the Y degree ring...</think><answer>3.08</answer>
9,rgb/corridor_10.png,2.436102845807583,1.73,0,<think>The target is at the Y degree ring...</think><answer>1.73</answer>
10,rgb/factory_01.png,1.050583657587548,1.32,0,<think>The target is at the Y degree ring...</think><answer>1.32</answer>
11,rgb/factory_02.png,5.3521019302662705,2.34,0,<think>The target is at the Y degree ring...</think><answer>2.34</answer>
12,rgb/factory_03.png,3.628595407034409,1.52,0,<think>The target is at the Y degree ring...</think><answer>1.52</answer>
13,rgb/factory_04.png,8.3588921950103,1.52,0,<think>The target is at the Y degree ring...</think><answer>1.52</answer>
14,rgb/factory_05.png,3.628595407034409,2.4,0,<think>The target is at the Y degree ring...</think><answer>2.4</answer>
15,rgb/factory_06.png,1.478599221789883,1.62,1,<think>The target is at the Y degree ring...</think><answer>1.62</answer>
16,rgb/factory_07.png,2.631418326085298,1.23,0,<think>The target is at the Y degree ring...</think><answer>1.23</answer>
17,rgb/factory_08.png,1.606775005722133,0.84,0,<think>The target is at the Y degree ring...</think><answer>0.84</answer>
18,rgb/kitchen_01.png,2.670328831921873,2.36,1,<think>The target is at the Y degree ring...</think><answer>2.36</answer>
19,rgb/kitchen_02.png,1.89593347066453,1.26,0,<think>The target is at the Y degree ring...</think><answer>1.26</answer>
20,rgb/kitchen_03.png,2.468146791790646,1.42,0,<think>The target is at the Y degree ring...</think><answer>1.42</answer>
